"ID","Pokemon","Family","Shadow","Little_Rank","Ultra_Rank","Great_Rank","Master_Rank","Little_IVs","Ultra_IVs","Great_IVs","Master_IVs","Little_Level","Ultra_Level","Great_Level","Master_Level","Little_CP","Ultra_CP","Great_CP","Master_CP","Little_MoveSet","Ultra_MoveSet","Great_MoveSet","Master_MoveSet","Evo_Fam","Evo_Next"
"384","Rayquaza","Rayquaza","FALSE",,"341",,,,"1/14/15",,,,"24",,,,"2480",,,,"Dragon Tail, Breaking Swipe, Dragon Ascent",,,"384","384"
"388","Grotle","Turtwig","FALSE",,"379",,,,"15/15/15",,,,"50",,,,"2137",,,,"Razor Leaf, Body Slam, Energy Ball",,,"387;388;389","388;389"
"388","Grotle (Shadow)","Turtwig","TRUE",,"373",,,,"15/15/15",,,,"50",,,,"2137",,,,"Razor Leaf, Body Slam, Energy Ball",,,"387;388;389","388;389"
"389","Torterra","Turtwig","FALSE",,"220",,,,"0/15/15",,,,"34",,,,"2500",,,,"Mud Slap, Frenzy Plant, Stone Edge",,,"387;388;389","389"
"389","Torterra (Shadow)","Turtwig","TRUE",,"260",,,,"0/15/15",,,,"34",,,,"2500",,,,"Mud Slap, Frenzy Plant, Sand Tomb",,,"387;388;389","389"
"398","Staraptor","Starly","FALSE",,"247",,,,"2/15/14",,,,"35.5",,,,"2499",,,,"Quick Attack, Fly, Close Combat",,,"396;397;398","398"
"398","Staraptor (Shadow)","Starly","TRUE",,"240",,,,"2/15/14",,,,"35.5",,,,"2499",,,,"Quick Attack, Fly, Close Combat",,,"396;397;398","398"
"400","Bibarel","Bidoof","FALSE",,"293",,,,"15/15/15",,,,"50",,,,"2061",,,,"Rollout, Surf, Hyper Fang",,,"399;400","400"
"400","Bibarel (Shadow)","Bidoof","TRUE",,"281",,,,"15/15/15",,,,"50",,,,"2061",,,,"Rollout, Surf, Hyper Fang",,,"399;400","400"
"405","Luxray","Shinx","FALSE",,"195",,,,"0/15/15",,,,"34.5",,,,"2497",,,,"Snarl, Wild Charge, Psychic Fangs",,,"403;404;405","405"
"405","Luxray (Shadow)","Shinx","TRUE",,"191",,,,"0/15/15",,,,"34.5",,,,"2497",,,,"Snarl, Wild Charge, Psychic Fangs",,,"403;404;405","405"
"407","Roserade","Roselia","FALSE",,"117",,,,"0/12/15",,,,"33",,,,"2497",,,,"Poison Sting, Weather Ball (Fire), Leaf Storm",,,"315;406;407","406;407"
"413","Wormadam (Plant)","Burmy","FALSE",,"376",,,,"15/15/14",,,,"50",,,,"2005",,,,"Bug Bite, Bug Buzz, Energy Ball",,,"412;413","413"
"416","Vespiquen","Combee","FALSE",,"228",,,,"15/15/15",,,,"50",,,,"2267",,,,"Fury Cutter, X-Scissor, Power Gem",,,"415;416","416"
"421","Cherrim (Overcast)","Cherubi","FALSE",,"377",,,,"15/15/15",,,,"50",,,,"2315",,,,"Bullet Seed, Dazzling Gleam, Solar Beam",,,"420;421","421"
"421","Cherrim (Sunshine)","Cherubi","FALSE",,"328",,,,"15/15/15",,,,"50",,,,"2315",,,,"Bullet Seed, Weather Ball (Fire), Solar Beam",,,"420;421","421"
"424","Ambipom","Aipom","FALSE",,"304",,,,"0/15/14",,,,"48.5",,,,"2498",,,,"Astonish, Aerial Ace, Return",,,"190;424","424"
"424","Ambipom (Shadow)","Aipom","TRUE",,"269",,,,"0/15/14",,,,"48.5",,,,"2498",,,,"Astonish, Aerial Ace, Low Sweep",,,"190;424","424"
"426","Drifblim","Drifloon","FALSE",,"160",,,,"1/15/15",,,,"50",,,,"2496",,,,"Hex, Icy Wind, Shadow Ball",,,"425;426","426"
"426","Drifblim (Shadow)","Drifloon","TRUE",,"146",,,,"1/15/15",,,,"50",,,,"2496",,,,"Hex, Shadow Ball, Icy Wind",,,"425;426","426"
"428","Lopunny","Buneary","FALSE",,"127",,,,"15/15/15",,,,"50",,,,"2328",,,,"Double Kick, Triple Axel, Fire Punch",,,"427;428","428"
"429","Mismagius","Misdreavus","FALSE",,"164",,,,"0/14/15",,,,"42",,,,"2500",,,,"Hex, Shadow Ball, Dazzling Gleam",,,"200;429","429"
"429","Mismagius (Shadow)","Misdreavus","TRUE",,"186",,,,"0/14/15",,,,"42",,,,"2500",,,,"Hex, Shadow Ball, Dazzling Gleam",,,"200;429","429"
"430","Honchkrow","Murkrow","FALSE",,"272",,,,"0/15/15",,,,"38.5",,,,"2500",,,,"Peck, Brave Bird, Dark Pulse",,,"198;430","430"
"430","Honchkrow (Shadow)","Murkrow","TRUE",,"258",,,,"0/15/15",,,,"38.5",,,,"2500",,,,"Peck, Brave Bird, Dark Pulse",,,"198;430","430"
"432","Purugly","Glameow","FALSE",,"353",,,,"15/15/15",,,,"50",,,,"2208",,,,"Shadow Claw, Aerial Ace, Return",,,"431;432","432"
"432","Purugly (Shadow)","Glameow","TRUE",,"344",,,,"15/15/15",,,,"50",,,,"2208",,,,"Shadow Claw, Aerial Ace, Thunder",,,"431;432","432"
"442","Spiritomb","Spiritomb","FALSE",,"15",,,,"15/15/15",,,,"50",,,,"2343",,,,"Sucker Punch, Shadow Ball, Rock Tomb",,,"442","442"
"446","Munchlax","Snorlax","FALSE",,"342",,,,"15/15/14",,,,"50",,,,"2139",,,,"Tackle, Body Slam, Bulldoze",,,"143;446","446"
"455","Carnivine","Carnivine","FALSE",,"315",,,,"15/15/15",,,,"50",,,,"2441",,,,"Vine Whip, Crunch, Power Whip",,,"455","455"
"460","Abomasnow","Snover","FALSE",,"71",,,,"3/15/14",,,,"50",,,,"2495",,,,"Powder Snow, Weather Ball (Ice), Energy Ball",,,"459;460","460"
"460","Abomasnow (Shadow)","Snover","TRUE",,"58",,,,"3/15/14",,,,"50",,,,"2495",,,,"Powder Snow, Weather Ball (Ice), Energy Ball",,,"459;460","460"
"461","Weavile","Sneasel","FALSE",,"202",,,,"0/14/15",,,,"32",,,,"2500",,,,"Snarl, Avalanche, Foul Play",,,"215;461","461"
"461","Weavile (Shadow)","Sneasel","TRUE",,"189",,,,"0/14/15",,,,"32",,,,"2500",,,,"Snarl, Avalanche, Foul Play",,,"215;461","461"
"462","Magnezone","Magnemite","FALSE",,"29",,,,"0/15/15",,,,"29",,,,"2500",,,,"Volt Switch, Wild Charge, Mirror Shot",,,"81;82;462","462"
"462","Magnezone (Shadow)","Magnemite","TRUE",,"14",,,,"0/15/15",,,,"29",,,,"2500",,,,"Volt Switch, Wild Charge, Mirror Shot",,,"81;82;462","462"
"463","Lickilicky","Lickitung","FALSE",,"3",,,,"0/14/15",,,,"48.5",,,,"2499",,,,"Rollout, Body Slam, Shadow Ball",,,"108;463","463"
"465","Tangrowth","Tangela","FALSE",,"185",,,,"0/14/15",,,,"32",,,,"2498",,,,"Vine Whip, Power Whip, Rock Slide",,,"114;465","465"
"465","Tangrowth (Shadow)","Tangela","TRUE",,"171",,,,"0/14/15",,,,"32",,,,"2498",,,,"Vine Whip, Power Whip, Rock Slide",,,"114;465","465"
"466","Electivire","Electabuzz","FALSE",,"124",,,,"1/15/15",,,,"30",,,,"2500",,,,"Thunder Shock, Wild Charge, Ice Punch",,,"125;239;466","239;466"
"466","Electivire (Shadow)","Electabuzz","TRUE",,"98",,,,"1/15/15",,,,"30",,,,"2500",,,,"Thunder Shock, Wild Charge, Ice Punch",,,"125;239;466","239;466"
"468","Togekiss","Togepi","FALSE",,"36",,,,"0/15/15",,,,"28",,,,"2498",,,,"Peck, Psyshock, Aura Sphere",,,"175;176;468","468"
"469","Yanmega","Yanma","FALSE",,"345",,,,"1/15/15",,,,"33",,,,"2500",,,,"Bug Bite, Aerial Ace, Ancient Power",,,"193;469","469"
"470","Leafeon","Leafeon","FALSE",,"283",,,,"0/14/13",,,,"34",,,,"2495",,,,"Bullet Seed, Leaf Blade, Last Resort",,,"133;470","470"
"471","Glaceon","Glaceon","FALSE",,"318",,,,"0/15/12",,,,"30",,,,"2498",,,,"Ice Shard, Avalanche, Water Pulse",,,"133;471","471"
"472","Gliscor","Gligar","FALSE",,"175",,,,"0/14/15",,,,"40.5",,,,"2500",,,,"Fury Cutter, Earthquake, Night Slash",,,"207;472","472"
"472","Gliscor (Shadow)","Gligar","TRUE",,"130",,,,"0/14/15",,,,"40.5",,,,"2500",,,,"Fury Cutter, Night Slash, Earthquake",,,"207;472","472"
"473","Mamoswine","Swinub","FALSE",,"60",,,,"0/15/13",,,,"28",,,,"2497",,,,"Powder Snow, Icicle Spear, Stone Edge",,,"220;221;473","473"
"473","Mamoswine (Shadow)","Swinub","TRUE",,"45",,,,"0/15/13",,,,"28",,,,"2497",,,,"Powder Snow, Icicle Spear, Stone Edge",,,"220;221;473","473"
"474","Porygon-Z","Porygon","FALSE",,"355",,,,"0/13/14",,,,"28.5",,,,"2500",,,,"Lock On, Tri Attack, Blizzard",,,"137;233;474","474"
"474","Porygon-Z (Shadow)","Porygon","TRUE",,"367",,,,"0/13/14",,,,"28.5",,,,"2500",,,,"Lock On, Tri Attack, Blizzard",,,"137;233;474","474"
"477","Dusknoir","Duskull","FALSE",,"10",,,,"0/15/15",,,,"50",,,,"2493",,,,"Astonish, Dynamic Punch, Shadow Punch",,,"355;356;477","477"
"477","Dusknoir (Shadow)","Duskull","TRUE",,"6",,,,"0/15/15",,,,"50",,,,"2493",,,,"Astonish, Dynamic Punch, Shadow Punch",,,"355;356;477","477"
"478","Froslass","Froslass","FALSE",,"125",,,,"15/15/15",,,,"50",,,,"2306",,,,"Powder Snow, Avalanche, Shadow Ball",,,"361;478","478"
"478","Froslass (Shadow)","Froslass","TRUE",,"151",,,,"15/15/15",,,,"50",,,,"2306",,,,"Powder Snow, Avalanche, Shadow Ball",,,"361;478","478"
"479","Rotom","Rotom","FALSE",,"286",,,,"0/9/5",,,,"47",,,,"2296",,,,"Astonish, Thunderbolt, Ominous Wind",,,"479","479"
"479","Rotom (Fan)","Rotom","FALSE",,"300",,,,"0/15/15",,,,"43",,,,"2495",,,,"Astonish, Thunderbolt, Ominous Wind",,,"479","479"
"479","Rotom (Frost)","Rotom","FALSE",,"231",,,,"0/15/15",,,,"43",,,,"2495",,,,"Thunder Shock, Thunderbolt, Blizzard",,,"479","479"
"479","Rotom (Heat)","Rotom","FALSE",,"161",,,,"0/15/15",,,,"43",,,,"2495",,,,"Thunder Shock, Overheat, Thunderbolt",,,"479","479"
"479","Rotom (Mow)","Rotom","FALSE",,"326",,,,"0/15/15",,,,"43",,,,"2495",,,,"Thunder Shock, Thunderbolt, Ominous Wind",,,"479","479"
"479","Rotom (Wash)","Rotom","FALSE",,"184",,,,"0/15/15",,,,"43",,,,"2495",,,,"Thunder Shock, Thunderbolt, Hydro Pump",,,"479","479"
"486","Regigigas","Regigigas","FALSE",,"381",,,,"2/15/15",,,,"21",,,,"2490",,,,"Hidden Power (Ice), Crush Grip, Thunder",,,"486","486"
"486","Regigigas (Shadow)","Regigigas","TRUE",,"384",,,,"0/13/10",,,,"21.5",,,,"2491",,,,"Hidden Power (Ice), Crush Grip, Thunder",,,"486","486"
"487","Giratina (Altered)","Giratina","FALSE",,"44",,,,"0/14/15",,,,"28",,,,"2494",,,,"Dragon Breath, Dragon Claw, Ancient Power",,,"487","487"
"487","Giratina (Altered) (Shadow)","Giratina","TRUE",,"53",,,,"0/14/15",,,,"28",,,,"2499",,,,"Dragon Breath, Dragon Claw, Ancient Power",,,"487","487"
"487","Giratina (Origin)","Giratina","FALSE",,"104",,,,"0/13/14",,,,"25.5",,,,"2500",,,,"Shadow Claw, Shadow Ball, Dragon Pulse",,,"487","487"
"492","Shaymin (Land)","Shaymin","FALSE",,"388",,,,"10/13/15",,,,"27.5",,,,"2496",,,,"Zen Headbutt, Grass Knot, Seed Flare",,,"492","492"
"492","Shaymin (Sky)","Shaymin","FALSE",,"374",,,,"10/12/15",,,,"25",,,,"2494",,,,"Magical Leaf, Grass Knot, Energy Ball",,,"492","492"
"497","Serperior","Snivy","FALSE",,"126",,,,"10/14/15",,,,"50",,,,"2500",,,,"Vine Whip, Frenzy Plant, Aerial Ace",,,"495;496;497","497"
"497","Serperior (Shadow)","Snivy","TRUE",,"193",,,,"10/14/15",,,,"50",,,,"2500",,,,"Vine Whip, Frenzy Plant, Leaf Tornado",,,"495;496;497","497"
"508","Stoutland","Lillipup","FALSE",,"197",,,,"0/14/15",,,,"36.5",,,,"2500",,,,"Sand Attack, Wild Charge, Crunch",,,"506;507;508","508"
"512","Simisage","Pansage","FALSE",,"301",,,,"3/15/15",,,,"49.5",,,,"2497",,,,"Vine Whip, Grass Knot, Crunch",,,"511;512","512"
"521","Unfezant","Pidove","FALSE",,"375",,,,"2/15/13",,,,"38",,,,"2497",,,,"Air Slash, Sky Attack, Return",,,"519;520;521","521"
"521","Unfezant (Shadow)","Pidove","TRUE",,"378",,,,"2/15/13",,,,"38",,,,"2497",,,,"Air Slash, Sky Attack, Hyper Beam",,,"519;520;521","521"
"523","Zebstrika","Blitzle","FALSE",,"294",,,,"0/13/15",,,,"48.5",,,,"2499",,,,"Spark, Wild Charge, Discharge",,,"522;523","523"
"523","Zebstrika (Shadow)","Blitzle","TRUE",,"297",,,,"0/13/15",,,,"48.5",,,,"2499",,,,"Spark, Wild Charge, Discharge",,,"522;523","523"
"531","Audino","Audino","FALSE",,"387",,,,"15/15/14",,,,"50",,,,"1902",,,,"Zen Headbutt, Body Slam, Disarming Voice",,,"531","531"
"542","Leavanny","Sewaddle","FALSE",,"201",,,,"0/12/14",,,,"44",,,,"2498",,,,"Shadow Claw, Leaf Blade, X-Scissor",,,"540;541;542","542"
"547","Whimsicott","Cottonee","FALSE",,"242",,,,"15/15/14",,,,"50",,,,"2277",,,,"Fairy Wind, Moonblast, Seed Bomb",,,"546;547","547"
"549","Lilligant","Petilil","FALSE",,"380",,,,"0/13/14",,,,"44.5",,,,"2498",,,,"Charm, Petal Blizzard, Hyper Beam",,,"548;549","549"
"549","Lilligant (Hisuian)","Petilil","FALSE",,"282",,,,"0/14/14",,,,"45.5",,,,"2499",,,,"Bullet Seed, Upper Hand, Petal Blizzard",,,"548;549","549"
"555","Darmanitan (Galarian)","Darumaka","FALSE",,"278",,,,"0/13/15",,,,"30",,,,"2498",,,,"Ice Fang, Avalanche, Superpower",,,"554;555","555"
"556","Maractus","Maractus","FALSE",,"370",,,,"9/15/15",,,,"50",,,,"2498",,,,"Bullet Seed, Aerial Ace, Petal Blizzard",,,"556","556"
"561","Sigilyph","Sigilyph","FALSE",,"350",,,,"0/13/15",,,,"44.5",,,,"2494",,,,"Air Slash, Air Cutter, Ancient Power",,,"561","561"
"563","Cofagrigus","Yamask","FALSE",,"64",,,,"10/15/15",,,,"50",,,,"2497",,,,"Shadow Claw, Shadow Ball, Dark Pulse",,,"562;563","563"
"563","Cofagrigus (Shadow)","Yamask","TRUE",,"91",,,,"10/15/15",,,,"50",,,,"2497",,,,"Shadow Claw, Shadow Ball, Dark Pulse",,,"562;563","563"
"567","Archeops","Archen","FALSE",,"368",,,,"1/15/15",,,,"27.5",,,,"2499",,,,"Wing Attack, Ancient Power, Crunch",,,"566;567","567"
"567","Archeops (Shadow)","Archen","TRUE",,"364",,,,"1/15/15",,,,"27.5",,,,"2499",,,,"Wing Attack, Ancient Power, Crunch",,,"566;567","567"
"571","Zoroark (Hisuian)","Zorua","FALSE",,"166",,,,"0/14/15",,,,"41",,,,"2494",,,,"Shadow Claw, Shadow Ball, Foul Play",,,"570;571","571"
"573","Cinccino","Minccino","FALSE",,"298",,,,"12/15/15",,,,"50",,,,"2496",,,,"Charm, Aqua Tail, Thunderbolt",,,"572;573","573"
"581","Swanna","Ducklett","FALSE",,"314",,,,"15/15/15",,,,"50",,,,"2361",,,,"Water Gun, Fly, Ice Beam",,,"580;581","581"
"581","Swanna (Shadow)","Ducklett","TRUE",,"343",,,,"15/15/15",,,,"50",,,,"2361",,,,"Water Gun, Fly, Ice Beam",,,"580;581","581"
"584","Vanilluxe","Vanillite","FALSE",,"237",,,,"0/15/11",,,,"37",,,,"2496",,,,"Astonish, Avalanche, Flash Cannon",,,"582;583;584","584"
"586","Sawsbuck","Deerling","FALSE",,"316",,,,"0/15/11",,,,"49.5",,,,"2498",,,,"Feint Attack, Wild Charge, Trailblaze",,,"585;586","586"
"591","Amoonguss","Foongus","FALSE",,"132",,,,"15/15/15",,,,"50",,,,"2420",,,,"Astonish, Foul Play, Grass Knot",,,"590;591","591"
"591","Amoonguss (Shadow)","Foongus","TRUE",,"145",,,,"15/15/15",,,,"50",,,,"2420",,,,"Astonish, Foul Play, Grass Knot",,,"590;591","591"
"593","Jellicent","Frillish","FALSE",,"18",,,,"6/14/15",,,,"50",,,,"2499",,,,"Hex, Surf, Shadow Ball",,,"592;593","593"
"596","Galvantula","Joltik","FALSE",,"120",,,,"15/15/15",,,,"50",,,,"2494",,,,"Volt Switch, Discharge, Lunge",,,"595;596","596"
"596","Galvantula (Shadow)","Joltik","TRUE",,"138",,,,"15/15/15",,,,"50",,,,"2494",,,,"Volt Switch, Discharge, Lunge",,,"595;596","596"
"598","Ferrothorn","Ferroseed","FALSE",,"59",,,,"7/14/15",,,,"50",,,,"2497",,,,"Bullet Seed, Power Whip, Flash Cannon",,,"597;598","598"
"598","Ferrothorn (Shadow)","Ferroseed","TRUE",,"85",,,,"7/14/15",,,,"50",,,,"2497",,,,"Bullet Seed, Power Whip, Flash Cannon",,,"597;598","598"
"604","Eelektross","Tynamo","FALSE",,"236",,,,"2/15/14",,,,"38",,,,"2499",,,,"Volt Switch, Dragon Claw, Thunderbolt",,,"602;603;604","604"
"609","Chandelure","Litwick","FALSE",,"229",,,,"0/15/12",,,,"28.5",,,,"2495",,,,"Fire Spin, Shadow Ball, Flame Charge",,,"607;608;609","609"
"609","Chandelure (Shadow)","Litwick","TRUE",,"97",,,,"0/15/12",,,,"28.5",,,,"2495",,,,"Incinerate, Shadow Ball, Flame Charge",,,"607;608;609","609"
"614","Beartic","Cubchoo","FALSE",,"192",,,,"0/15/13",,,,"31.5",,,,"2497",,,,"Powder Snow, Ice Punch, Liquidation",,,"613;614","614"
"615","Cryogonal","Cryogonal","FALSE",,"181",,,,"0/15/15",,,,"37.5",,,,"2498",,,,"Ice Shard, Night Slash, Triple Axel",,,"615","615"
"618","Stunfisk","Stunfisk","FALSE",,"63",,,,"15/15/15",,,,"50",,,,"2445",,,,"Thunder Shock, Mud Bomb, Discharge",,,"618","618"
"623","Golurk","Golett","FALSE",,"89",,,,"0/13/14",,,,"36",,,,"2500",,,,"Mud Slap, Shadow Punch, Dynamic Punch",,,"622;623","623"
"623","Golurk (Shadow)","Golett","TRUE",,"72",,,,"0/13/14",,,,"36",,,,"2500",,,,"Mud Slap, Shadow Punch, Dynamic Punch",,,"622;623","623"
"626","Bouffalant","Bouffalant","FALSE",,"266",,,,"0/14/15",,,,"37.5",,,,"2500",,,,"Mud Shot, Stomp, Megahorn",,,"626","626"
"628","Braviary","Rufflet","FALSE",,"292",,,,"0/14/15",,,,"30.5",,,,"2500",,,,"Air Slash, Fly, Close Combat",,,"627;628","628"
"628","Braviary (Hisuian)","Rufflet","FALSE",,"362",,,,"0/14/13",,,,"37",,,,"2500",,,,"Air Slash, Brave Bird, Fly",,,"627;628","628"
"630","Mandibuzz","Vullaby","FALSE",,"57",,,,"15/15/14",,,,"50",,,,"2417",,,,"Snarl, Foul Play, Shadow Ball",,,"629;630","630"
"640","Virizion","Virizion","FALSE",,"23",,,,"1/15/12",,,,"32.5",,,,"2496",,,,"Double Kick, Leaf Blade, Sacred Sword",,,"640","640"
"641","Tornadus (Incarnate)","Tornadus","FALSE",,"385",,,,"1/15/15",,,,"27.5",,,,"2490",,,,"Air Slash, Grass Knot, Hurricane",,,"641","641"
"641","Tornadus (Incarnate) (Shadow)","Tornadus","TRUE",,"383",,,,"1/15/15",,,,"27.5",,,,"2490",,,,"Air Slash, Grass Knot, Hurricane",,,"641","641"
"641","Tornadus (Therian)","Tornadus","FALSE",,"347",,,,"0/14/15",,,,"29",,,,"2498",,,,"Gust, Bleakwind Storm, Focus Blast",,,"641","641"
"642","Thundurus (Incarnate)","Thundurus","FALSE",,"253",,,,"1/15/15",,,,"27.5",,,,"2490",,,,"Thunder Shock, Crunch, Thunder",,,"642","642"
"642","Thundurus (Therian)","Thundurus","FALSE",,"311",,,,"1/15/15",,,,"25",,,,"2497",,,,"Volt Switch, Wildbolt Storm, Focus Blast",,,"642","642"
"644","Zekrom","Zekrom","FALSE",,"225",,,,"1/13/12",,,,"23",,,,"2493",,,,"Dragon Breath, Crunch, Wild Charge",,,"644","644"
"645","Landorus (Incarnate)","Landorus","FALSE",,"319",,,,"0/15/11",,,,"26",,,,"2500",,,,"Mud Shot, Rock Slide, Earth Power",,,"645","645"
"645","Landorus (Therian)","Landorus","FALSE",,"303",,,,"0/14/15",,,,"23.5",,,,"2484",,,,"Mud Shot, Sandsear Storm, Stone Edge",,,"645","645"
"646","Kyurem","Kyurem","FALSE",,"41",,,,"1/13/15",,,,"26",,,,"2500",,,,"Dragon Breath, Glaciate, Dragon Claw",,,"646","646"
"646","Kyurem (Black)","Kyurem","FALSE",,"227",,,,"0/15/13",,,,"20",,,,"2500",,,,"Dragon Tail, Freeze Shock, Fusion Bolt",,,"646","646"
"646","Kyurem (White)","Kyurem","FALSE",,"182",,,,"0/15/13",,,,"20",,,,"2500",,,,"Dragon Breath, Fusion Flare, Ice Burn",,,"646","646"
"648","Meloetta (Aria)","Meloetta","FALSE",,"99",,,,"10/14/15",,,,"22.5",,,,"2484",,,,"Confusion, Psyshock, Dazzling Gleam",,,"648","648"
"652","Chesnaught","Chespin","FALSE",,"101",,,,"1/15/14",,,,"33.5",,,,"2500",,,,"Vine Whip, Frenzy Plant, Superpower",,,"650;651;652","652"
"663","Talonflame","Fletchling","FALSE",,"51",,,,"15/15/14",,,,"50",,,,"2493",,,,"Incinerate, Fly, Flame Charge",,,"661;662;663","663"
"663","Talonflame (Shadow)","Fletchling","TRUE",,"81",,,,"15/15/14",,,,"50",,,,"2493",,,,"Incinerate, Fly, Flame Charge",,,"661;662;663","663"
"668","Pyroar","Litleo","FALSE",,"66",,,,"0/15/12",,,,"38",,,,"2499",,,,"Incinerate, Flame Charge, Dark Pulse",,,"667;668","668"
"673","Gogoat","Skiddo","FALSE",,"75",,,,"0/14/15",,,,"37.5",,,,"2496",,,,"Vine Whip, Leaf Blade, Rock Slide",,,"672;673","673"
"676","Furfrou","Furfrou","FALSE",,"169",,,,"15/15/15",,,,"50",,,,"2387",,,,"Sucker Punch, Surf, Grass Knot",,,"676","676"
"680","Doublade","Honedge","FALSE",,"4",,,,"0/14/14",,,,"48.5",,,,"2497",,,,"Shadow Claw, Sacred Sword, Gyro Ball",,,"679;680;681","680;681"
"681","Aegislash (Shield)","Honedge","FALSE",,"107",,,,"15/15/14",,,,"50",,,,"1746",,,,"Psycho Cut, Shadow Ball, Flash Cannon",,,"679;680;681","681"
"695","Heliolisk","Helioptile","FALSE",,"235",,,,"0/14/14",,,,"42.5",,,,"2498",,,,"Volt Switch, Breaking Swipe, Parabolic Charge",,,"694;695","695"
"699","Aurorus","Amaura","FALSE",,"2",,,,"0/15/15",,,,"37.5",,,,"2497",,,,"Powder Snow, Weather Ball (Ice), Meteor Beam",,,"698;699","699"
"699","Aurorus (Shadow)","Amaura","TRUE",,"7",,,,"0/15/15",,,,"37.5",,,,"2497",,,,"Powder Snow, Weather Ball (Ice), Meteor Beam",,,"698;699","699"
"701","Hawlucha","Hawlucha","FALSE",,"157",,,,"0/15/14",,,,"49",,,,"2498",,,,"Poison Jab, Flying Press, Aerial Ace",,,"701","701"
"702","Dedenne","Dedenne","FALSE",,"248",,,,"15/15/14",,,,"50",,,,"2081",,,,"Thunder Shock, Discharge, Parabolic Charge",,,"702","702"
"709","Trevenant","Phantump","FALSE",,"121",,,,"1/15/15",,,,"43.5",,,,"2500",,,,"Shadow Claw, Shadow Ball, Seed Bomb",,,"708;709","709"
"709","Trevenant (Shadow)","Phantump","TRUE",,"143",,,,"1/15/15",,,,"43.5",,,,"2500",,,,"Shadow Claw, Shadow Ball, Seed Bomb",,,"708;709","709"
"711","Gourgeist (Average)","Pumpkaboo","FALSE",,"73",,,,"0/8/2",,,,"46",,,,"2496",,,,"Incinerate, Shadow Ball, Seed Bomb",,,"710;711","711"
"711","Gourgeist (Large)","Pumpkaboo","FALSE",,"80",,,,"0/14/14",,,,"42.5",,,,"2494",,,,"Incinerate, Shadow Ball, Seed Bomb",,,"710;711","711"
"711","Gourgeist (Small)","Pumpkaboo","FALSE",,"102",,,,"0/0/8",,,,"46.5",,,,"2499",,,,"Incinerate, Shadow Ball, Seed Bomb",,,"710;711","711"
"711","Gourgeist (Super)","Pumpkaboo","FALSE",,"69",,,,"0/14/14",,,,"42.5",,,,"2495",,,,"Incinerate, Shadow Ball, Seed Bomb",,,"710;711","711"
"713","Avalugg","Bergmite","FALSE",,"76",,,,"0/14/15",,,,"29.5",,,,"2495",,,,"Ice Fang, Icy Wind, Crunch",,,"712;713","713"
"713","Avalugg (Hisuian)","Bergmite","FALSE",,"42",,,,"1/14/15",,,,"27",,,,"2499",,,,"Powder Snow, Rock Slide, Icy Wind",,,"712;713","713"
"715","Noivern","Noibat","FALSE",,"372",,,,"0/15/14",,,,"38",,,,"2500",,,,"Air Slash, Hurricane, Draco Meteor",,,"714;715","715"
"717","Yveltal","Yveltal","FALSE",,"109",,,,"1/14/15",,,,"24.5",,,,"2496",,,,"Sucker Punch, Dark Pulse, Oblivion Wing",,,"717","717"
"720","Hoopa","Hoopa","FALSE",,"363",,,,"10/15/15",,,,"26.5",,,,"2487",,,,"Confusion, Shadow Ball, Psychic",,,"720","720"
"723","Dartrix","Rowlet","FALSE",,"351",,,,"15/15/14",,,,"50",,,,"1950",,,,"Peck, Brave Bird, Seed Bomb",,,"722;723;724","723;724"
"724","Decidueye","Rowlet","FALSE",,"179",,,,"0/14/13",,,,"38",,,,"2500",,,,"Astonish, Frenzy Plant, Spirit Shackle",,,"722;723;724","724"
"724","Decidueye (Hisuian)","Rowlet","FALSE",,"92",,,,"0/14/14",,,,"35",,,,"2500",,,,"Psycho Cut, Aura Sphere, Trailblaze",,,"722;723;724","724"
"733","Toucannon","Pikipek","FALSE",,"95",,,,"2/15/14",,,,"39",,,,"2499",,,,"Peck, Beak Blast, Drill Peck",,,"731;732;733","733"
"733","Toucannon (Shadow)","Pikipek","TRUE",,"86",,,,"2/15/14",,,,"39",,,,"2499",,,,"Peck, Beak Blast, Drill Peck",,,"731;732;733","733"
"735","Gumshoos","Yungoos","FALSE",,"348",,,,"15/15/15",,,,"50",,,,"2470",,,,"Bite, Rock Tomb, Crunch",,,"734;735","735"
"738","Vikavolt","Grubbin","FALSE",,"156",,,,"2/15/15",,,,"29.5",,,,"2498",,,,"Volt Switch, X-Scissor, Fly",,,"736;737;738","738"
"738","Vikavolt (Shadow)","Grubbin","TRUE",,"118",,,,"2/15/15",,,,"29.5",,,,"2498",,,,"Volt Switch, X-Scissor, Fly",,,"736;737;738","738"
"740","Crabominable","Crabrawler","FALSE",,"203",,,,"0/15/12",,,,"34.5",,,,"2497",,,,"Bubble, Ice Punch, Brick Break",,,"739;740","740"
"741","Oricorio (Baile)","Oricorio","FALSE",,"340",,,,"4/15/15",,,,"50",,,,"2496",,,,"Air Slash, Air Cutter, Aerial Ace",,,"741","741"
"741","Oricorio (Pa'u)","Oricorio","FALSE",,"365",,,,"4/15/15",,,,"50",,,,"2496",,,,"Air Slash, Air Cutter, Aerial Ace",,,"741","741"
"741","Oricorio (Pom-Pom)","Oricorio","FALSE",,"337",,,,"4/15/15",,,,"50",,,,"2496",,,,"Air Slash, Air Cutter, Aerial Ace",,,"741","741"
